,company_name,company_registration_number,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
37,"Daewoo Precious Resources Co., Ltd",nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
38,"Daewoo Precious Resources Co., Ltd",nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
39,"Daewoo Precious Resources Co., Ltd",nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
40,"Daewoo Precious Resources Co., Ltd",nan,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
41,"Daewoo Precious Resources Co., Ltd",nan,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
42,"Daewoo Precious Resources Co., Ltd",nan,Royalties,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
43,"Daewoo Precious Resources Co., Ltd",nan,Dead Rent Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,56000000.0,0.0,56000000.0,-56000000.0,D. Unreconciled due to non-participation of the entity. 
44,"Daewoo Precious Resources Co., Ltd",nan,License Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,2000.0,0.0,2000.0,-2000.0,D. Unreconciled due to non-participation of the entity. 
45,"Daewoo Precious Resources Co., Ltd",nan,Application Fees,Department of Geological Survey and Mineral Explorer,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
46,"Daewoo Precious Resources Co., Ltd",nan,Land Rental Fee,Forest Department ,,MMK,0.0,0.0,0.0,17992000.0,0.0,17992000.0,-17992000.0,D. Unreconciled due to non-participation of the entity. 
47,"Daewoo Precious Resources Co., Ltd",nan,Environmental/Plantation Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
48,"Daewoo Precious Resources Co., Ltd",nan,Production Split,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
49,"Daewoo Precious Resources Co., Ltd",nan,Application Fees,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
50,"Daewoo Precious Resources Co., Ltd",nan,Rental Fee,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
51,"Daewoo Precious Resources Co., Ltd",nan,Sale (Mill Tailing),Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
52,"Daewoo Precious Resources Co., Ltd",nan,Others,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
53,"Daewoo Precious Resources Co., Ltd",nan,Purchase of Minerals from ME-1,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
54,"Daewoo Precious Resources Co., Ltd",nan,Application Fees,Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
55,"Daewoo Precious Resources Co., Ltd",nan,Other Fees (Penalty/Rental machineries),Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
56,"Daewoo Precious Resources Co., Ltd",nan,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
57,"Daewoo Precious Resources Co., Ltd",nan,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
58,"Daewoo Precious Resources Co., Ltd",nan,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
59,"Daewoo Precious Resources Co., Ltd",nan,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
60,"Eternal Mining Co., Ltd.",nan,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
61,"Eternal Mining Co., Ltd.",nan,Custom Duties ,Customs Department (CD) ,,MMK,0.0,41155185.0,41155185.0,41155185.0,0.0,41155185.0,0.0,nan
62,"Eternal Mining Co., Ltd.",nan,"Commercial Tax on Imported Capital equipment, goods and services",Customs Department (CD) ,,MMK,0.0,75750721.0,75750721.0,75750721.0,0.0,75750721.0,0.0,nan
63,"Eternal Mining Co., Ltd.",nan,Commercial Tax on Imports on Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
64,"Eternal Mining Co., Ltd.",nan,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,379499980.0,0.0,379499980.0,379499980.0,0.0,379499980.0,0.0,nan
65,"Eternal Mining Co., Ltd.",nan,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,496495479.0,0.0,496495479.0,478633316.0,17862163.0,496495479.0,0.0,nan
66,"Eternal Mining Co., Ltd.",nan,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
67,"Eternal Mining Co., Ltd.",nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
68,"Eternal Mining Co., Ltd.",nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
69,"Eternal Mining Co., Ltd.",nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
70,"Eternal Mining Co., Ltd.",nan,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
71,"Eternal Mining Co., Ltd.",nan,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
72,"Eternal Mining Co., Ltd.",nan,Royalties,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
73,"Eternal Mining Co., Ltd.",nan,Dead Rent Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
74,"Eternal Mining Co., Ltd.",nan,License Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
75,"Eternal Mining Co., Ltd.",nan,Application Fees,Department of Geological Survey and Mineral Explorer,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
76,"Eternal Mining Co., Ltd.",nan,Land Rental Fee,Forest Department ,,MMK,269307200.0,0.0,269307200.0,269307200.0,0.0,269307200.0,0.0,nan
77,"Eternal Mining Co., Ltd.",nan,Environmental/Plantation Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
78,"Eternal Mining Co., Ltd.",nan,Production Split,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
79,"Eternal Mining Co., Ltd.",nan,Application Fees,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
80,"Eternal Mining Co., Ltd.",nan,Rental Fee,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
81,"Eternal Mining Co., Ltd.",nan,Sale (Mill Tailing),Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
82,"Eternal Mining Co., Ltd.",nan,Others,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
83,"Eternal Mining Co., Ltd.",nan,Purchase of Minerals from ME-1,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
84,"Eternal Mining Co., Ltd.",nan,Application Fees,Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
85,"Eternal Mining Co., Ltd.",nan,Other Fees (Penalty/Rental machineries),Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
86,"Eternal Mining Co., Ltd.",nan,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
87,"Eternal Mining Co., Ltd.",nan,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
88,"Eternal Mining Co., Ltd.",nan,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
89,"Eternal Mining Co., Ltd.",nan,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
90,"First Resources Co.,Ltd",nan,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
91,"First Resources Co.,Ltd",nan,Custom Duties ,Customs Department (CD) ,,MMK,0.0,22165186.6,22165186.6,22163735.0,1452.0,22165187.0,-0.3999999985098839,nan
92,"First Resources Co.,Ltd",nan,"Commercial Tax on Imported Capital equipment, goods and services",Customs Department (CD) ,,MMK,0.0,111934195.0,111934195.0,111926863.0,0.0,111926863.0,7332.0,G. Immaterial Difference <MMK 5 Million
93,"First Resources Co.,Ltd",nan,Commercial Tax on Imports on Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
94,"First Resources Co.,Ltd",nan,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,44330375.0,44330375.0,0.0,44330375.0,44330375.0,0.0,nan
95,"First Resources Co.,Ltd",nan,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,101808583.62,0.0,101808583.62,156809095.0,-55000511.616190426,101808583.38380957,0.23619043827056885,nan
96,"First Resources Co.,Ltd",nan,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
97,"First Resources Co.,Ltd",nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
98,"First Resources Co.,Ltd",nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
99,"First Resources Co.,Ltd",nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
100,"First Resources Co.,Ltd",nan,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
101,"First Resources Co.,Ltd",nan,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
102,"First Resources Co.,Ltd",nan,Royalties,Department of Mines (DOM),,MMK,43008300.0,-10065150.0,32943150.0,32943150.0,0.0,32943150.0,0.0,nan
103,"First Resources Co.,Ltd",nan,Dead Rent Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
104,"First Resources Co.,Ltd",nan,License Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
105,"First Resources Co.,Ltd",nan,Application Fees,Department of Geological Survey and Mineral Explorer,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
106,"First Resources Co.,Ltd",nan,Land Rental Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
107,"First Resources Co.,Ltd",nan,Environmental/Plantation Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
108,"First Resources Co.,Ltd",nan,Production Split,Mining Enterprise (1) ,,MMK,417180500.0,126599269.0,543779769.0,543779769.0,0.0,543779769.0,0.0,nan
109,"First Resources Co.,Ltd",nan,Application Fees,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
110,"First Resources Co.,Ltd",nan,Rental Fee,Mining Enterprise (1) ,,MMK,0.0,160000000.0,160000000.0,124000000.0,36000000.0,160000000.0,0.0,nan
111,"First Resources Co.,Ltd",nan,Sale (Mill Tailing),Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
112,"First Resources Co.,Ltd",nan,Others,Mining Enterprise (1) ,,MMK,0.0,120086.79000000001,120086.79000000001,130582.0,-10495.38,120086.62,0.17000000001280569,nan
113,"First Resources Co.,Ltd",nan,Purchase of Minerals from ME-1,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
114,"First Resources Co.,Ltd",nan,Application Fees,Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
115,"First Resources Co.,Ltd",nan,Other Fees (Penalty/Rental machineries),Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
116,"First Resources Co.,Ltd",nan,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
117,"First Resources Co.,Ltd",nan,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
118,"First Resources Co.,Ltd",nan,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
119,"First Resources Co.,Ltd",nan,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
120,GOOD BROTHER MACHINE,nan,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
121,GOOD BROTHER MACHINE,nan,Custom Duties ,Customs Department (CD) ,,MMK,0.0,134956923.57,134956923.57,66815551.050000004,0.0,66815551.050000004,68141372.51999998,C. Unreconciled due to the tax not reported and supported documents by government agency 
122,GOOD BROTHER MACHINE,nan,"Commercial Tax on Imported Capital equipment, goods and services",Customs Department (CD) ,,MMK,0.0,314264624.0,314264624.0,296475561.4000001,0.0,296475561.4000001,17789062.599999905,C. Unreconciled due to the tax not reported and supported documents by government agency 
123,GOOD BROTHER MACHINE,nan,Commercial Tax on Imports on Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
124,GOOD BROTHER MACHINE,nan,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,535543905.0,535543905.0,535543905.0,0.0,535543905.0,0.0,nan
125,GOOD BROTHER MACHINE,nan,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,4726800.0,4726800.0,310712000.0,-305985200.0,4726800.0,0.0,nan
126,GOOD BROTHER MACHINE,nan,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
127,GOOD BROTHER MACHINE,nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
128,GOOD BROTHER MACHINE,nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
129,GOOD BROTHER MACHINE,nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
130,GOOD BROTHER MACHINE,nan,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
131,GOOD BROTHER MACHINE,nan,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
132,GOOD BROTHER MACHINE,nan,Royalties,Department of Mines (DOM),,MMK,1678275.9,0.0,1678275.9,1678275.9,0.0,1678275.9,0.0,nan
133,GOOD BROTHER MACHINE,nan,Dead Rent Fees,Department of Mines (DOM),,MMK,1699800.0,0.0,1699800.0,1699800.0,0.0,1699800.0,0.0,nan
134,GOOD BROTHER MACHINE,nan,License Fees,Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
135,GOOD BROTHER MACHINE,nan,Application Fees,Department of Geological Survey and Mineral Explorer,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
136,GOOD BROTHER MACHINE,nan,Land Rental Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
137,GOOD BROTHER MACHINE,nan,Environmental/Plantation Fee,Forest Department ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
138,GOOD BROTHER MACHINE,nan,Production Split,Mining Enterprise (1) ,,MMK,16279276.23,0.0,16279276.23,16279276.23,0.0,16279276.23,0.0,nan
139,GOOD BROTHER MACHINE,nan,Application Fees,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
140,GOOD BROTHER MACHINE,nan,Rental Fee,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
141,GOOD BROTHER MACHINE,nan,Sale (Mill Tailing),Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
142,GOOD BROTHER MACHINE,nan,Others,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
143,GOOD BROTHER MACHINE,nan,Purchase of Minerals from ME-1,Mining Enterprise (1) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
144,GOOD BROTHER MACHINE,nan,Application Fees,Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
145,GOOD BROTHER MACHINE,nan,Other Fees (Penalty/Rental machineries),Mining Enterprise (2),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
146,GOOD BROTHER MACHINE,nan,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
147,GOOD BROTHER MACHINE,nan,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
148,GOOD BROTHER MACHINE,nan,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
149,GOOD BROTHER MACHINE,nan,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
150,"Htoo International Industrial Group Co., Ltd.",nan,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
151,"Htoo International Industrial Group Co., Ltd.",nan,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
152,"Htoo International Industrial Group Co., Ltd.",nan,"Commercial Tax on Imported Capital equipment, goods and services",Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
153,"Htoo International Industrial Group Co., Ltd.",nan,Commercial Tax on Imports on Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
154,"Htoo International Industrial Group Co., Ltd.",nan,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,12000000.0,0.0,12000000.0,12000000.0,0.0,12000000.0,0.0,nan
155,"Htoo International Industrial Group Co., Ltd.",nan,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,71428570.0,0.0,71428570.0,51357114.0,20071456.0,71428570.0,0.0,nan
156,"Htoo International Industrial Group Co., Ltd.",nan,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
157,"Htoo International Industrial Group Co., Ltd.",nan,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
158,"Htoo International Industrial Group Co., Ltd.",nan,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
159,"Htoo International Industrial Group Co., Ltd.",nan,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
