,company_name,company_registration_number,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
52,"Belpearl Myanmar Co., Ltd",105482817,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
53,"Belpearl Myanmar Co., Ltd",105482817,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,3864992.0,0.0,3864992.0,0.0,0.0,0.0,3864992.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
54,"Belpearl Myanmar Co., Ltd",105482817,Royalties (Seeding Tax - for local companies only),Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
55,"Belpearl Myanmar Co., Ltd",105482817,License Fee (One time fee),Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
56,"Belpearl Myanmar Co., Ltd",105482817,Other Fees,Myanmar Pearl Enterprise ,,MMK,162000.0,0.0,162000.0,162000.0,0.0,162000.0,0.0,nan
57,"Belpearl Myanmar Co., Ltd",105482817,Lease of buildings,Myanmar Pearl Enterprise ,,MMK,6000000.0,0.0,6000000.0,6000000.0,0.0,6000000.0,0.0,nan
58,"Belpearl Myanmar Co., Ltd",105482817,Penalty Fees,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
59,"Belpearl Myanmar Co., Ltd",105482817,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
60,"Belpearl Myanmar Co., Ltd",105482817,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
61,"Belpearl Myanmar Co., Ltd",105482817,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
62,"Belpearl Myanmar Co., Ltd",105482817,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
63,"Myanmar Andman Co., Ltd",104651240,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
64,"Myanmar Andman Co., Ltd",104651240,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
65,"Myanmar Andman Co., Ltd",104651240,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
66,"Myanmar Andman Co., Ltd",104651240,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
67,"Myanmar Andman Co., Ltd",104651240,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,29143086.0,-19143086.0,10000000.0,10000000.0,0.0,10000000.0,0.0,nan
68,"Myanmar Andman Co., Ltd",104651240,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,37995443.0,-2995443.0,35000000.0,35000000.0,0.0,35000000.0,0.0,nan
69,"Myanmar Andman Co., Ltd",104651240,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
70,"Myanmar Andman Co., Ltd",104651240,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
71,"Myanmar Andman Co., Ltd",104651240,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
72,"Myanmar Andman Co., Ltd",104651240,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
73,"Myanmar Andman Co., Ltd",104651240,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
74,"Myanmar Andman Co., Ltd",104651240,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,5288252.0,0.0,5288252.0,0.0,0.0,0.0,5288252.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
75,"Myanmar Andman Co., Ltd",104651240,Royalties (Seeding Tax - for local companies only),Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
76,"Myanmar Andman Co., Ltd",104651240,License Fee (One time fee),Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
77,"Myanmar Andman Co., Ltd",104651240,Other Fees,Myanmar Pearl Enterprise ,,MMK,84000.0,0.0,84000.0,84000.0,0.0,84000.0,0.0,nan
78,"Myanmar Andman Co., Ltd",104651240,Lease of buildings,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
79,"Myanmar Andman Co., Ltd",104651240,Penalty Fees,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
80,"Myanmar Andman Co., Ltd",104651240,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
81,"Myanmar Andman Co., Ltd",104651240,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
82,"Myanmar Andman Co., Ltd",104651240,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
83,"Myanmar Andman Co., Ltd",104651240,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
84,"Myanmar Atlantic Co., Ltd",109939404,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
85,"Myanmar Atlantic Co., Ltd",109939404,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
86,"Myanmar Atlantic Co., Ltd",109939404,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
87,"Myanmar Atlantic Co., Ltd",109939404,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
88,"Myanmar Atlantic Co., Ltd",109939404,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,191820688.0,0.0,191820688.0,191820688.0,0.0,191820688.0,0.0,nan
89,"Myanmar Atlantic Co., Ltd",109939404,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,33253301.0,0.0,33253301.0,33253301.0,0.0,33253301.0,0.0,nan
90,"Myanmar Atlantic Co., Ltd",109939404,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,3498000.0,0.0,3498000.0,3498000.0,0.0,3498000.0,0.0,nan
91,"Myanmar Atlantic Co., Ltd",109939404,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
92,"Myanmar Atlantic Co., Ltd",109939404,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
93,"Myanmar Atlantic Co., Ltd",109939404,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
94,"Myanmar Atlantic Co., Ltd",109939404,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
95,"Myanmar Atlantic Co., Ltd",109939404,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,1697600.0,0.0,1697600.0,0.0,0.0,0.0,1697600.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
96,"Myanmar Atlantic Co., Ltd",109939404,Royalties (Seeding Tax - for local companies only),Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
97,"Myanmar Atlantic Co., Ltd",109939404,License Fee (One time fee),Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
98,"Myanmar Atlantic Co., Ltd",109939404,Other Fees,Myanmar Pearl Enterprise ,,MMK,35000.0,0.0,35000.0,35000.0,0.0,35000.0,0.0,nan
99,"Myanmar Atlantic Co., Ltd",109939404,Lease of buildings,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
100,"Myanmar Atlantic Co., Ltd",109939404,Penalty Fees,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
101,"Myanmar Atlantic Co., Ltd",109939404,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
102,"Myanmar Atlantic Co., Ltd",109939404,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
103,"Myanmar Atlantic Co., Ltd",109939404,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
104,"Myanmar Atlantic Co., Ltd",109939404,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
105,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
106,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Custom Duties ,Customs Department (CD) ,,MMK,23971274.33,0.0,23971274.33,0.0,23971274.33,23971274.33,0.0,nan
107,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,19345198.0,0.0,19345198.0,0.0,19345198.0,19345198.0,0.0,nan
108,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
109,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,574456379.0,0.0,574456379.0,0.0,574456379.0,574456379.0,0.0,nan
110,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
111,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,501600.0,0.0,501600.0,0.0,0.0,0.0,501600.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
112,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
113,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
114,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,2880202.5,0.0,2880202.5,0.0,0.0,0.0,2880202.5,C. Unreconciled due to the tax not reported and supported documents by government agency 
115,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,31791.0,0.0,31791.0,0.0,0.0,0.0,31791.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
116,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,111938601.09,0.0,111938601.09,0.0,0.0,0.0,111938601.09,C. Unreconciled due to the tax not reported and supported documents by government agency 
117,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Royalties (Seeding Tax - for local companies only),Department of Mines (DOM),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
118,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,License Fee (One time fee),Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
119,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Other Fees,Myanmar Pearl Enterprise ,,MMK,154000.0,0.0,154000.0,154000.0,0.0,154000.0,0.0,nan
120,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Lease of buildings,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
121,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Penalty Fees,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
122,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
123,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
124,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
125,"Myanmar Tasaki Co., Ltd",22FC/2001-2002,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
126,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
127,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
128,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
129,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
130,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,51151741.0,20000000.0,71151741.0,0.0,71151741.0,71151741.0,0.0,nan
131,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
132,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
133,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
134,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
135,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
136,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
137,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,1180880.0,0.0,1180880.0,0.0,0.0,0.0,1180880.0,C. Unreconciled due to the tax not reported and supported documents by government agency 
138,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Royalties (Seeding Tax - for local companies only),Department of Mines (DOM),,MMK,200704000.0,0.0,200704000.0,200704000.0,0.0,200704000.0,0.0,nan
139,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,License Fee (One time fee),Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
140,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Other Fees,Myanmar Pearl Enterprise ,,MMK,14000.0,0.0,14000.0,14000.0,0.0,14000.0,0.0,nan
141,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Lease of buildings,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
142,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Penalty Fees,Myanmar Pearl Enterprise ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
143,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
144,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
145,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
146,"Niino Pearl Culturing Co., Ltd",1638/1999-2000,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
147,"Orient Pearl Co., Ltd (Jalan)",1384/1998-1999,Production Split (In Kind) ,"State Owned Enterprises (ME1, ME2)",,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
148,"Orient Pearl Co., Ltd (Jalan)",1384/1998-1999,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
149,"Orient Pearl Co., Ltd (Jalan)",1384/1998-1999,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
150,"Orient Pearl Co., Ltd (Jalan)",1384/1998-1999,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
