,company_name,company_registration_number,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
0,Bashneft International B.V. (Myanmar Branch),396FC/2014-2015,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
51,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
52,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
53,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
54,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
55,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,143073163.0,0.0,143073163.0,0.0,0.0,0.0,143073163.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
56,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
57,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
58,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,9779.460000000001,0.0,9779.460000000001,0.0,0.0,0.0,9779.460000000001,nan;  G. Immaterial Difference less than MMK 5 Million 
59,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,150622551.57000002,0.0,150622551.57000002,0.0,0.0,0.0,150622551.57000002,nan; C. Unreconciled due to tax not reported and supporting documents not provided by government agency 
60,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
61,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
62,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
63,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
64,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
65,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
66,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
67,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
68,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
69,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
70,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
71,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
72,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,251400000.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
73,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
74,BG Exploration & Production Myanmar Pte. Ltd. (Myanmar Branch),107276645,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
75,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
76,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
77,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
78,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
79,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
80,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,8341877.0,0.0,8341877.0,0.0,0.0,0.0,8341877.0,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
81,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
82,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
83,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
84,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
85,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,702200.0,0.0,702200.0,0.0,0.0,0.0,702200.0, G. Immaterial Difference less than MMK 5 Million ; nan
86,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
87,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
88,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
89,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
90,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
91,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
92,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
93,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
94,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
95,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
96,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
97,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
98,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
99,Brunei National Petroleum Company Sdn Bhd (PB Myanmar),786/2014,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
100,Chinnery Assets Limited (Myanmar Branch),173001134,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
101,Chinnery Assets Limited (Myanmar Branch),173001134,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
102,Chinnery Assets Limited (Myanmar Branch),173001134,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
103,Chinnery Assets Limited (Myanmar Branch),173001134,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
104,Chinnery Assets Limited (Myanmar Branch),173001134,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
105,Chinnery Assets Limited (Myanmar Branch),173001134,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,334575446.21,0.0,334575446.21,0.0,0.0,0.0,334575446.21,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
106,Chinnery Assets Limited (Myanmar Branch),173001134,Commercial Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
107,Chinnery Assets Limited (Myanmar Branch),173001134,Capital Gains Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
108,Chinnery Assets Limited (Myanmar Branch),173001134,Withholding tax - Resident ,Inertal Revenue Department (IRD) ,,MMK,16936634.83,0.0,16936634.83,0.0,0.0,0.0,16936634.83,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
109,Chinnery Assets Limited (Myanmar Branch),173001134,Withholding tax - Non-Resident,Inertal Revenue Department (IRD) ,,MMK,99499366.47,0.0,99499366.47,0.0,0.0,0.0,99499366.47,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
110,Chinnery Assets Limited (Myanmar Branch),173001134,Stamp Duties,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
111,Chinnery Assets Limited (Myanmar Branch),173001134,Specific Goods Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
112,Chinnery Assets Limited (Myanmar Branch),173001134,Royalties,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
113,Chinnery Assets Limited (Myanmar Branch),173001134,Signature Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
114,Chinnery Assets Limited (Myanmar Branch),173001134,Data Fee,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
115,Chinnery Assets Limited (Myanmar Branch),173001134,State Participation,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
116,Chinnery Assets Limited (Myanmar Branch),173001134,Production Split (Profit Sharing),Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
117,Chinnery Assets Limited (Myanmar Branch),173001134,Production Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
118,Chinnery Assets Limited (Myanmar Branch),173001134,Commerciality Bonus,Myanma Oil and Gas Enterprise,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
119,Chinnery Assets Limited (Myanmar Branch),173001134,Social Security Board Contribution,Ministry of Labour ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
120,Chinnery Assets Limited (Myanmar Branch),173001134,Contribution to the State/region social development fund,State/Regions (Subnational Government),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
121,Chinnery Assets Limited (Myanmar Branch),173001134,Mandatory Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
122,Chinnery Assets Limited (Myanmar Branch),173001134,Voluntary Corporate Social Responsibility,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
123,Chinnery Assets Limited (Myanmar Branch),173001134,Training Fund Usage,CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
124,Chinnery Assets Limited (Myanmar Branch),173001134,Research and Development Fund (Usage),CSR Beneficiaries,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
125,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Royalties,State Owned Enterprises (MOGE),,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
126,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Custom Duties ,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
127,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Commercial Tax on Imported Capital Equipment,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
128,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Commercial Tax on Imports on Raw Materials and Inventories,Customs Department (CD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
129,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Corporate Income Tax,Inertal Revenue Department (IRD) ,,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan; nan
130,CAOG PTE LTD (MYANMAR BRANCH),1250 FC 2014-2015,Personal Income Tax,Inertal Revenue Department (IRD) ,,MMK,139893079.13,0.0,139893079.13,0.0,0.0,0.0,139893079.13,C. Unreconciled due to tax not reported and supporting documents not provided by government agency ; nan
