Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area  (Km2),Area_km2_cl,Location  (Region),License_location_cl,Coordinates of the license area
0273/2014,"Aung Pyae Thar Mining 
Co., Ltd","Aung Pyae Thar Mining Co., Ltd",Small scale,Small,2014-11-12T00:00:00Z,2014-11-12,2015-11-11T00:00:00Z,2015-11-11,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-222A
0294/2014,"Shwe Se Toe Mining 
Co., Ltd","Shwe Se Toe Mining Co., Ltd",Small scale,Small,2014-12-17T00:00:00Z,2014-12-17,2015-12-16T00:00:00Z,2015-12-16,Gold,Gold,20.0,20.0,Nar Nant Htunt,Nar Nant Htunt,SBM-332
0291/2014,"Shwe Let Well thonenaya 
Mining Co., Ltd","Shwe Let Well thonenaya Mining Co., Ltd",Small scale,Small,2014-12-17T00:00:00Z,2014-12-17,2015-12-16T00:00:00Z,2015-12-16,Gold,Gold,18.6,18.6,Nan Mar,Nan Mar,SBM-329
0292/2014,"Shwe Let Well thonenaya 
Mining Co., Ltd","Shwe Let Well thonenaya Mining Co., Ltd",Small scale,Small,2014-12-17T00:00:00Z,2014-12-17,2015-12-16T00:00:00Z,2015-12-16,Gold,Gold,18.6,18.6,Nan Mar,Nan Mar,SBM-330
0292/2009,"Shwe Htay Bamar 
Mining Co., Ltd","Shwe Htay Bamar Mining Co., Ltd",Small scale,Small,2009-12-01T00:00:00Z,2009-12-01,2015-11-30T00:00:00Z,2015-11-30,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-131
0055/2015,"Shwe Twin Gyi 
Mining Co., Ltd","Shwe Twin Gyi Mining Co., Ltd",Small scale,Small,2015-02-11T00:00:00Z,2015-02-11,2016-02-10T00:00:00Z,2016-02-10,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-339
0011/2015,"Tan Chu Shin Mining 
Co., Ltd","Tan Chu Shin Mining Co., Ltd",Small scale,Small,2015-01-07T00:00:00Z,2015-01-07,2016-01-06T00:00:00Z,2016-01-06,Gold,Gold,20.0,20.0,Nar Nant Htunt,Nar Nant Htunt,SBM-316
0067/2015,"Min Win Soe Mining Co.,Ltd","Min Win Soe Mining Co.,Ltd",Small scale,Small,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-320
0068/2015,"Shwe Hein San 
Family Co., Ltd","Shwe Hein San Family Co., Ltd",Small scale,Small,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-338
0234/2009,"Young International 
Mining Co.,Ltd","Young International Mining Co.,Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-122
0236/2009,"Young International 
Mining Co.,Ltd","Young International Mining Co.,Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-124
0191/2012,"Ko Lay Naung Co.,Ltd","Ko Lay Naung Co.,Ltd",Small scale,Small,2012-10-02T00:00:00Z,2012-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-301
0465/2010,"San Shwe Pyi Mining  ProductionCo., Ltd","San Shwe Pyi Mining ProductionCo., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-297
0466/2010,"San Shwe Pyi Mining  ProductionCo., Ltd","San Shwe Pyi Mining ProductionCo., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-298
0052/2014,"Mya Theingi Mineral 
Production Co., Ltd","Mya Theingi Mineral Production Co., Ltd",Small scale,Small,2014-01-22T00:00:00Z,2014-01-22,2016-01-21T00:00:00Z,2016-01-21,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-470
0053/2014,"Mya Theingi Mineral 
Production Co., Ltd","Mya Theingi Mineral Production Co., Ltd",Small scale,Small,2014-01-22T00:00:00Z,2014-01-22,2016-01-21T00:00:00Z,2016-01-21,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-560
0024/2015,"Mya Theingi Mineral 
Production Co., Ltd","Mya Theingi Mineral Production Co., Ltd",Small scale,Small,2015-01-21T00:00:00Z,2015-01-21,2016-01-20T00:00:00Z,2016-01-20,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-387
0062/2014,"Pi Naung Tai Co., Ltd","Pi Naung Tai Co., Ltd",Small scale,Small,2014-05-28T00:00:00Z,2014-05-28,2015-05-27T00:00:00Z,2015-05-27,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML -563
0118/2012,"Sein Mya Lwin 
Mining Co., Ltd","Sein Mya Lwin Mining Co., Ltd",Small scale,Small,2012-06-21T00:00:00Z,2012-06-21,2015-06-20T00:00:00Z,2015-06-20,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-382
0849/2010,"Sein Mya Lwin 
Mining Co., Ltd","Sein Mya Lwin Mining Co., Ltd",Small scale,Small,2010-12-24T00:00:00Z,2010-12-24,2015-12-23T00:00:00Z,2015-12-23,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-313
0293/2011,"Aung Tie San 
Mining Co., Ltd","Aung Tie San Mining Co., Ltd",Small scale,Small,2011-03-24T00:00:00Z,2011-03-24,2016-03-23T00:00:00Z,2016-03-23,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-328
0174/2012,"Aung Tie San 
Mining Co., Ltd","Aung Tie San Mining Co., Ltd",Small scale,Small,2012-08-30T00:00:00Z,2012-08-30,2015-08-29T00:00:00Z,2015-08-29,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-346
0217/2014,"Golden Moon Light 
Co.,:Ltd","Golden Moon Light Co.,:Ltd",Small scale,Small,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-553
0218/2014,"Golden Moon Light 
Co.,:Ltd","Golden Moon Light Co.,:Ltd",Small scale,Small,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-554
0130/2014,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2014-04-02T00:00:00Z,2014-04-02,2015-04-01T00:00:00Z,2015-04-01,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-458
0129/2014,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-535
0046/2015,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-373
0047/2015,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-376
0048/2015,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-377
0049/2015,"Golden Valley
International 
Development Co.,Ltd","Golden Valley International Development Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-378
0258/2014,"Shwe Kyar San Co., Ltd","Shwe Kyar San Co., Ltd",Small scale,Small,2014-10-09T00:00:00Z,2014-10-09,2015-10-08T00:00:00Z,2015-10-08,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-605
0005/2013,"Shwe Kyar San Co., Ltd","Shwe Kyar San Co., Ltd",Small scale,Small,2013-12-28T00:00:00Z,2013-12-28,2015-12-27T00:00:00Z,2015-12-27,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-400
0160/2014,"Aung Pyae Pyae Phyo 
Co.,Ltd","Aung Pyae Pyae Phyo Co.,Ltd",Small scale,Small,2014-05-28T00:00:00Z,2014-05-28,2015-05-27T00:00:00Z,2015-05-27,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-496
0058/2013,"Shinn Thant Aung Myin 
Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",Small scale,Small,2013-03-13T00:00:00Z,2013-03-13,2016-03-12T00:00:00Z,2016-03-12,Gold,Gold,20.0,20.0,Htain Kone,Htain Kone,SHML-431
0067/2014,"Shinn Thant Aung Myin 
Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",Small scale,Small,2013-03-13T00:00:00Z,2013-03-13,2016-03-12T00:00:00Z,2016-03-12,Gold,Gold,20.0,20.0,Htain Kone,Htain Kone,SHML-545
0222/2014,"Shinn Thant Aung Myin 
Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",Small scale,Small,2014-08-19T00:00:00Z,2014-08-19,2015-08-18T00:00:00Z,2015-08-18,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-599
0259/2014,"Shinn Thant Aung Myin 
Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",Small scale,Small,2014-10-09T00:00:00Z,2014-10-09,2015-10-08T00:00:00Z,2015-10-08,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-608
0070/2013,"Natural Gold Mining &
Production Co., Ltd","Natural Gold Mining & Production Co., Ltd",Small scale,Small,2013-04-22T00:00:00Z,2013-04-22,2015-04-21T00:00:00Z,2015-04-21,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-426
0133/2014,"Natural Gold Mining &
Production Co., Ltd","Natural Gold Mining & Production Co., Ltd",Small scale,Small,2014-04-23T00:00:00Z,2014-04-23,2015-04-22T00:00:00Z,2015-04-22,Gold,Gold,20.0,20.0,Kyun Kone,Kyun Kone,SHML-557
0148/2013,"Shwe Ma Haw Mining 
Co., Ltd","Shwe Ma Haw Mining Co., Ltd",Small scale,Small,2013-07-12T00:00:00Z,2013-07-12,2015-07-11T00:00:00Z,2015-07-11,Gold,Gold,15.0,15.0,Hell Phat,Hell Phat,SHML-445
0241/2014,"Shwe Ma Haw Mining 
Co., Ltd","Shwe Ma Haw Mining Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-603
0144/2013,"Southern Banner 
Co., Ltd","Southern Banner Co., Ltd",Small scale,Small,2013-07-30T00:00:00Z,2013-07-30,2015-07-29T00:00:00Z,2015-07-29,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-411
0145/2013,"Southern Banner 
Co., Ltd","Southern Banner Co., Ltd",Small scale,Small,2013-07-30T00:00:00Z,2013-07-30,2015-07-29T00:00:00Z,2015-07-29,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-412
0197/2014,"Shwe Min Gyi 
Mining Co.,Ltd","Shwe Min Gyi Mining Co.,Ltd",Small scale,Small,2014-06-18T00:00:00Z,2014-06-18,2015-06-17T00:00:00Z,2015-06-17,Gold,Gold,20.0,20.0,Mann Hone,Mann Hone,SHML-548
0236/2014,"Shwe Min Gyi 
Mining Co.,Ltd","Shwe Min Gyi Mining Co.,Ltd",Small scale,Small,2014-08-27T00:00:00Z,2014-08-27,2015-08-26T00:00:00Z,2015-08-26,Gold,Gold,20.0,20.0,Mann Hone,Mann Hone,SHML-547
0025/2015,"Shwe Min Gyi 
Mining Co.,Ltd","Shwe Min Gyi Mining Co.,Ltd",Small scale,Small,2015-01-28T00:00:00Z,2015-01-28,2016-01-27T00:00:00Z,2016-01-27,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-517
0026/2015,"Shwe Min Gyi 
Mining Co.,Ltd","Shwe Min Gyi Mining Co.,Ltd",Small scale,Small,2015-01-28T00:00:00Z,2015-01-28,2016-01-27T00:00:00Z,2016-01-27,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-518
0134/2013,"Myit Phyar Tharlar Waddy Co., Ltd","Myit Phyar Tharlar Waddy Co., Ltd",Small scale,Small,2013-06-19T00:00:00Z,2013-06-19,2015-06-18T00:00:00Z,2015-06-18,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-446
0135/2013,"Myit Phyar Tharlar Waddy Co., Ltd","Myit Phyar Tharlar Waddy Co., Ltd",Small scale,Small,2013-06-19T00:00:00Z,2013-06-19,2015-06-18T00:00:00Z,2015-06-18,Gold,Gold,20.0,20.0,Naung Khaing,Naung Khaing,SHML-447
0118/2014,"Myit Phyar Tharlar Waddy Co., Ltd","Myit Phyar Tharlar Waddy Co., Ltd",Small scale,Small,2014-03-04T00:00:00Z,2014-03-04,2016-03-03T00:00:00Z,2016-03-03,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-450
0163/2013,"Kaung Kin Kyei Sin 
Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",Small scale,Small,2013-08-29T00:00:00Z,2013-08-29,2015-08-28T00:00:00Z,2015-08-28,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-477
0021/2014,"Kaung Kin Kyei Sin 
Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",Small scale,Small,2014-12-30T00:00:00Z,2014-12-30,2015-12-29T00:00:00Z,2015-12-29,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-511
0022/2014,"Kaung Kin Kyei Sin 
Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",Small scale,Small,2014-12-30T00:00:00Z,2014-12-30,2015-12-29T00:00:00Z,2015-12-29,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-512
0206/2014,"Kaung Kin Kyei Sin 
Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",Small scale,Small,2014-07-02T00:00:00Z,2014-07-02,2015-07-01T00:00:00Z,2015-07-01,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-589
0083/2013,"Shwe Sin San Myint 
Mining Co., Ltd","Shwe Sin San Myint Mining Co., Ltd",Small scale,Small,2013-04-22T00:00:00Z,2013-04-22,2015-04-21T00:00:00Z,2015-04-21,Gold,Gold,20.0,20.0,Naung Taw,Naung Taw,SHML-414
0060/2014,"Shwe Uru Aung Mining 
Co., Ltd ","Shwe Uru Aung Mining Co., Ltd",Small scale,Small,2014-02-13T00:00:00Z,2014-02-13,2016-02-12T00:00:00Z,2016-02-12,Gold,Gold,20.0,20.0,Htain Kone,Htain Kone,SHML-495
0105/2014,"Shwe Htay Bamar 
Mining Co., Ltd","Shwe Htay Bamar Mining Co., Ltd",Small scale,Small,2014-04-02T00:00:00Z,2014-04-02,2015-04-01T00:00:00Z,2015-04-01,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-486
0052/2015,"Shwe Htay Bamar 
Mining Co., Ltd","Shwe Htay Bamar Mining Co., Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-631
0204/2014,"Swan Htet Win Co., Ltd","Swan Htet Win Co., Ltd",Small scale,Small,2014-06-25T00:00:00Z,2014-06-25,2015-06-24T00:00:00Z,2015-06-24,Gold,Gold,20.0,20.0,Yae Paw Mee,Yae Paw Mee,SHML-564
0029/2014,"Chindwin Shwe 
Group Co., Ltd","Chindwin Shwe Group Co., Ltd",Small scale,Small,2014-01-15T00:00:00Z,2014-01-15,2016-01-14T00:00:00Z,2016-01-14,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-544
0085/2014,"Htet Yadanar Tun 
Co., Ltd","Htet Yadanar Tun Co., Ltd",Small scale,Small,2014-03-04T00:00:00Z,2014-03-04,2016-03-03T00:00:00Z,2016-03-03,Gold,Gold,20.0,20.0,Htain Kone,Htain Kone,SHML-546
0198/2014,"Shwe Toe Tat 
Wai Kyaw Co., Ltd","Shwe Toe Tat Wai Kyaw Co., Ltd",Small scale,Small,2014-06-18T00:00:00Z,2014-06-18,2015-06-17T00:00:00Z,2015-06-17,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-597
0269/2014,"Shwe Toe Tat 
Wai Kyaw Co., Ltd","Shwe Toe Tat Wai Kyaw Co., Ltd",Small scale,Small,2014-10-30T00:00:00Z,2014-10-30,2015-10-29T00:00:00Z,2015-10-29,Gold,Gold,20.0,20.0,Khoe Toung,Khoe Toung,SHML-611
0156/2014,"Thein Hlyan Shwe Sin
 Mining  Co., Ltd ","Thein Hlyan Shwe Sin Mining Co., Ltd",Small scale,Small,2014-04-30T00:00:00Z,2014-04-30,2015-04-29T00:00:00Z,2015-04-29,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-401
0260/2014,"Thein Hlyan Shwe Sin
 Mining  Co., Ltd ","Thein Hlyan Shwe Sin Mining Co., Ltd",Small scale,Small,2014-10-09T00:00:00Z,2014-10-09,2015-10-08T00:00:00Z,2015-10-08,Gold,Gold,20.0,20.0,Yet Pha,Yet Pha,SHML-604
0066/2014,"Win Thiri Kyaw Mining Co., Ltd","Win Thiri Kyaw Mining Co., Ltd",Small scale,Small,2015-02-13T00:00:00Z,2015-02-13,2016-02-12T00:00:00Z,2016-02-12,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-567
0250/2014,"Lin Khant  Kyaw Co., Ltd ","Lin Khant Kyaw Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,18.5,18.5,Naung Moe,Naung Moe,SHML-609
0078/2014,"Golden Brother Unity Mining Co., Ltd","Golden Brother Unity Mining Co., Ltd",Small scale,Small,2015-03-04T00:00:00Z,2015-03-04,2016-03-03T00:00:00Z,2016-03-03,Gold,Gold,20.0,20.0,Htain Kone,Htain Kone,SHML-574
0113/2014,"Nature Strength  Co., Ltd","Nature Strength Co., Ltd",Small scale,Small,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Gold,Gold,13.0,13.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-573
0125/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",Small scale,Small,2014-04-02T00:00:00Z,2014-04-02,2015-04-01T00:00:00Z,2015-04-01,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-579
0278/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",Small scale,Small,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,19.0,19.0,Naung Taw,Naung Taw,SHML-617
0132/2014,"Toe Kywe Co., Ltd","Toe Kywe Co., Ltd",Small scale,Small,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-556
0177/2014,"Min Thiha Aung Co., Ltd","Min Thiha Aung Co., Ltd",Small scale,Small,2014-05-28T00:00:00Z,2014-05-28,2015-05-27T00:00:00Z,2015-05-27,Gold,Gold,20.0,20.0,Kyune Kone,Kyune Kone,SHML-585
0271/2014,"Min Thiha Aung Co., Ltd","Min Thiha Aung Co., Ltd",Small scale,Small,2014-11-05T00:00:00Z,2014-11-05,2015-11-04T00:00:00Z,2015-11-04,Gold,Gold,20.0,20.0,Kyune Kone,Kyune Kone,SHML-607
0137/2014,"Pyi Taw Tun Co.,Ltd","Pyi Taw Tun Co.,Ltd",Small scale,Small,2014-04-30T00:00:00Z,2014-04-30,2015-04-29T00:00:00Z,2015-04-29,Gold,Gold,18.0,18.0,Htain Kone,Htain Kone,SHML-584
0183/2014,"Shwe Phyo Thisar 
Mandine Mining Co., Ltd","Shwe Phyo Thisar Mandine Mining Co., Ltd",Small scale,Small,2014-06-06T00:00:00Z,2014-06-06,2015-06-05T00:00:00Z,2015-06-05,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-582
0242/2014,"Shwe Phyo Thisar 
Mandine Mining Co., Ltd","Shwe Phyo Thisar Mandine Mining Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-583
0138/2014,"Yu Myitar Co., Ltd","Yu Myitar Co., Ltd",Small scale,Small,2014-04-30T00:00:00Z,2014-04-30,2015-04-29T00:00:00Z,2015-04-29,Gold,Gold,20.0,20.0,Hta Man Thi,Hta Man Thi,SHML-576
0188/2014,"Myat Htet Ko Co.,Ltd","Myat Htet Ko Co.,Ltd",Small scale,Small,2014-06-11T00:00:00Z,2014-06-11,2015-06-10T00:00:00Z,2015-06-10,Gold,Gold,20.0,20.0,Loung Phaung,Loung Phaung,SHML-587
0195/2014,"Zayar Thaung Co., Ltd","Zayar Thaung Co., Ltd",Small scale,Small,2014-06-18T00:00:00Z,2014-06-18,2015-06-17T00:00:00Z,2015-06-17,Gold,Gold,20.0,20.0,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-586
0135/2014,"Myint And Kyu Mining 
Co.,Ltd","Myint And Kyu Mining Co.,Ltd",Small scale,Small,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Poat  To,Poat To,SHML-465
0136/2014,"Myint And Kyu Mining 
Co.,Ltd","Myint And Kyu Mining Co.,Ltd",Small scale,Small,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Poat  To,Poat To,SHML-466
0143/2014,"Ngwe La Won Thar 
Mining Co.,Ltd","Ngwe La Won Thar Mining Co.,Ltd",Small scale,Small,2014-05-14T00:00:00Z,2014-05-14,2015-05-13T00:00:00Z,2015-05-13,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-578
0019/2015,"Ngwe La Won Thar 
Mining Co.,Ltd","Ngwe La Won Thar Mining Co.,Ltd",Small scale,Small,2015-01-21T00:00:00Z,2015-01-21,2016-01-20T00:00:00Z,2016-01-20,Gold,Gold,20.0,20.0,Mine Kine,Mine Kine,SHML-591
0186/2014,"Bo Myint Min Zaw Co.,Ltd","Bo Myint Min Zaw Co.,Ltd",Small scale,Small,2014-05-28T00:00:00Z,2014-05-28,2015-05-27T00:00:00Z,2015-05-27,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-588
0203/2014,"Yadanar Aung Pan 
Co.,Ltd","Yadanar Aung Pan Co.,Ltd",Small scale,Small,2014-06-18T00:00:00Z,2014-06-18,2015-06-17T00:00:00Z,2015-06-17,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-526
0207/2014,"Pyi Chit Thar Mining 
Co., Ltd","Pyi Chit Thar Mining Co., Ltd",Small scale,Small,2014-07-02T00:00:00Z,2014-07-02,2015-07-01T00:00:00Z,2015-07-01,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-580
0214/2014,"Tun Myint Myat Aung Co.,Ltd","Tun Myint Myat Aung Co.,Ltd",Small scale,Small,2014-07-30T00:00:00Z,2014-07-30,2015-07-29T00:00:00Z,2015-07-29,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-575
0247/2014,"Shwe Sin Tun (Nant Taw) Mining Co.,Ltd","Shwe Sin Tun (Nant Taw) Mining Co.,Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-596
0239/2014,"Exploration Earth 
Myanmar Co., Ltd","Exploration Earth Myanmar Co., Ltd",Small scale,Small,2014-09-03T00:00:00Z,2014-09-03,2015-09-02T00:00:00Z,2015-09-02,Gold,Gold,20.0,20.0,Sae Ti Sate,Sae Ti Sate,SHML-501
0219/2014,"M.I.G Co., Ltd","M.I.G Co., Ltd",Small scale,Small,2014-06-11T00:00:00Z,2014-06-11,2015-06-10T00:00:00Z,2015-06-10,Gold,Gold,20.0,20.0,loung Phaung,loung Phaung,SHML-581
0054/2015,"M.I.G Co., Ltd","M.I.G Co., Ltd",Small scale,Small,2015-02-11T00:00:00Z,2015-02-11,2016-02-10T00:00:00Z,2016-02-10,Gold,Gold,20.0,20.0,Nant Taw,Nant Taw,SHML-592
0057/2015,"M.I.G Co., Ltd","M.I.G Co., Ltd",Small scale,Small,2015-02-19T00:00:00Z,2015-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,19.0,19.0,Htain Kone,Htain Kone,SHML-630
0257/2014,"Aung Khant Swan Co.,Ltd","Aung Khant Swan Co.,Ltd",Small scale,Small,2014-10-09T00:00:00Z,2014-10-09,2015-10-08T00:00:00Z,2015-10-08,Gold,Gold,20.0,20.0,Naung Pin,Naung Pin,SHML-606
0267/2014,"Marga Shwe Taung 
Co., Ltd","Marga Shwe Taung Co., Ltd",Small scale,Small,2014-10-15T00:00:00Z,2014-10-15,2015-10-14T00:00:00Z,2015-10-14,Gold,Gold,20.0,20.0,Tar Mel Poat,Tar Mel Poat,SHML-698
0296/2014,"Yadanar Kyi Mar Aung Mining Co.,Ltd","Yadanar Kyi Mar Aung Mining Co.,Ltd",Small scale,Small,2014-12-24T00:00:00Z,2014-12-24,2015-12-23T00:00:00Z,2015-12-23,Gold,Gold,20.0,20.0,Shwe Twin,Shwe Twin,SHML-619
0254/2014,"Gold Seven Star Co., Ltd","Gold Seven Star Co., Ltd",Small scale,Small,2014-10-01T00:00:00Z,2014-10-01,2015-09-30T00:00:00Z,2015-09-30,Gold,Gold,20.0,20.0,Hell Phat,Hell Phat,SHML-601
0272/2014,"Soe Myat Yadanar 
Mining Co.,Ltd","Soe Myat Yadanar Mining Co.,Ltd",Small scale,Small,2014-11-05T00:00:00Z,2014-11-05,2015-11-04T00:00:00Z,2015-11-04,Gold,Gold,20.0,20.0,Hta Man Thi,Hta Man Thi,SHML-610
0270/2014,"Thalar Moe Nyunt Co.,Ltd","Thalar Moe Nyunt Co.,Ltd",Small scale,Small,2014-11-05T00:00:00Z,2014-11-05,2015-11-04T00:00:00Z,2015-11-04,Gold,Gold,20.0,20.0,Kyun Kone,Kyun Kone,SHML-600
