Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area  (Km2),Area_km2_cl,Location  (Region),License_location_cl,Coordinates of the license area
0152/2015,"Ruby Dragon 
Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",Small scale,Small,2015-07-22,2015-07-22,2016-07-21,2016-07-21,Gold,Gold,20,20,Inga Bo,Inga Bo,KTM-46
0180/2015,"Duwon Nagar 
Mining Co., Ltd.","Duwon Nagar Mining Co., Ltd.",Small scale,Small,2015-09-16,2015-09-16,2016-09-15,2016-09-15,Gold,Gold,10,10,A Bine,A Bine,KTM-50
0199/2015,"Inspire the Future 
Co., Ltd.","Inspire the Future Co., Ltd.",Small scale,Small,2015-10-20,2015-10-20,2016-10-19,2016-10-19,Gold,Gold,9.16,9.16,A Bine,A Bine,KTM-51
0246/2015,"Ka Nyaw htoo 
Mining Co.,Ltd","Ka Nyaw htoo Mining Co.,Ltd",Small scale,Small,2015-12-23,2015-12-23,2016-12-22,2016-12-22,Gold,Gold,20,20,Mei Pa Le,Mei Pa Le,MBL-20
0230/2010,"Myanmar Ruby Interprise 
Gems & Jewellery Co., Ltd.","Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.",Small scale,Small,2010-04-09,2010-04-09,2016-04-08,2016-04-08,Gold,Gold,20,20,Rann Bo,Rann Bo,SNMB-1
0231/2010,"Myanmar Ruby Interprise 
Gems & Jewellery Co., Ltd.","Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.",Small scale,Small,2010-04-09,2010-04-09,2016-04-08,2016-04-08,Gold,Gold,20,20,Rann Bo,Rann Bo,SNMB-2
0021/2016,"Htean Shwe Mining 
Co., Ltd.","Htean Shwe Mining Co., Ltd.",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Ba Hel,Ba Hel,SNMB-85
0022/2016,"Htean Shwe Mining 
Co., Ltd.","Htean Shwe Mining Co., Ltd.",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Ba Hel,Ba Hel,SNMB-86
0329/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",Small scale,Small,2009-12-29,2009-12-29,2016-12-28,2016-12-28,Gold,Gold,20,20,Mway Pyain,Mway Pyain,SSNTY-21
0330/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",Small scale,Small,2009-12-29,2009-12-29,2016-12-28,2016-12-28,Gold,Gold,20,20,Mway Pyain,Mway Pyain,SSNTY-22
0173/2013,"Ngwe Taung Min  
Co., Ltd","Ngwe Taung Min Co., Ltd",Small scale,Small,2013-08-30,2013-08-30,2016-08-29,2016-08-29,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-13
0048/2014,"Ngwe Taung Min  
Co., Ltd","Ngwe Taung Min Co., Ltd",Small scale,Small,2014-01-28,2014-01-28,2017-01-27,2017-01-27,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-24
0085/2013,"Phyaungt Phyu Pyaw Shwin Co., Ltd","Phyaungt Phyu Pyaw Shwin Co., Ltd",Small scale,Small,2013-03-07,2013-03-07,2017-03-06,2017-03-06,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-14
0100/2015,"Phyaungt Phyu Pyaw Shwin Co., Ltd","Phyaungt Phyu Pyaw Shwin Co., Ltd",Small scale,Small,2015-04-29,2015-04-29,2016-04-28,2016-04-28,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-45
0156/2015,"Shwe Nadi Myat 
Mining Co.,Ltd","Shwe Nadi Myat Mining Co.,Ltd",Small scale,Small,2015-07-29,2015-07-29,2016-07-28,2016-07-28,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-54
0108/2012,"Lin Hlyan Htet 
Mining Co., Ltd","Lin Hlyan Htet Mining Co., Ltd",Small scale,Small,2012-05-22,2012-05-22,2016-05-21,2016-05-21,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-12
0117/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",Small scale,Small,2013-06-19,2013-06-19,2016-06-18,2016-06-18,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-20
0118/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",Small scale,Small,2013-06-19,2013-06-19,2016-06-18,2016-06-18,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-21
0157/2015,"Lahu Brothers 
Mining Co., Ltd","Lahu Brothers Mining Co., Ltd",Small scale,Small,2015-07-29,2015-07-29,2016-07-28,2016-07-28,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-55
0001/2016,"Lahu Brothers 
Mining Co., Ltd","Lahu Brothers Mining Co., Ltd",Small scale,Small,2016-01-06,2016-01-06,2017-01-05,2017-01-05,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-66
0145/2015,"Sai Agreculture 
Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",Small scale,Small,2015-07-08,2015-07-08,2016-07-07,2016-07-07,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-29
0146/2015,"Sai Agreculture 
Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",Small scale,Small,2015-07-08,2015-07-08,2016-07-07,2016-07-07,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-30
0282/2014,"Taing Chit Min Co., Ltd.","Taing Chit Min Co., Ltd.",Small scale,Small,2014-11-26,2014-11-26,2016-11-25,2016-11-25,Gold,Gold,16.5,16.5,Mine Koe,Mine Koe,SETCL-32
0306/2014,"Wai Tel Mining Co., Ltd.","Wai Tel Mining Co., Ltd.",Small scale,Small,2014-12-31,2014-12-31,2016-12-30,2016-12-30,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-34
0053/2015,"Myint Oo Aung Co., Ltd.","Myint Oo Aung Co., Ltd.",Small scale,Small,2015-02-04,2015-02-04,2017-02-03,2017-02-03,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-40
0073/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",Small scale,Small,2015-03-12,2015-03-12,2017-03-11,2017-03-11,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-43
0074/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",Small scale,Small,2015-03-12,2015-03-12,2017-03-11,2017-03-11,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-44
0072/2015,"Mega Banner Co., Ltd.","Mega Banner Co., Ltd.",Small scale,Small,2015-03-12,2015-03-12,2017-03-11,2017-03-11,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-42
0109/2015,"Eastern Shan Bright
Co., Ltd.","Eastern Shan Bright Co., Ltd.",Small scale,Small,2015-05-13,2015-05-13,2016-05-12,2016-05-12,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-47
0103/2015,"San Parame Co., Ltd","San Parame Co., Ltd",Small scale,Small,2015-05-13,2015-05-13,2016-05-12,2016-05-12,Gold,Gold,20,20,Mine Linn,Mine Linn,SETCL-6A
0104/2015,"San Parame Co., Ltd","San Parame Co., Ltd",Small scale,Small,2015-05-13,2015-05-13,2016-05-12,2016-05-12,Gold,Gold,20,20,Mine Linn,Mine Linn,SETCL-7A
0111/2015,"May Flower Mining 
Enterprise Limited.",May Flower Mining Enterprise Limited.,Small scale,Small,2015-05-27,2015-05-27,2017-05-26,2017-05-26,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-48
0112/2015,"May Flower Mining 
Enterprise Limited.",May Flower Mining Enterprise Limited.,Small scale,Small,2015-05-27,2015-05-27,2017-05-26,2017-05-26,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-49
0113/2015,"May Flower Mining 
Enterprise Limited.",May Flower Mining Enterprise Limited.,Small scale,Small,2015-05-27,2015-05-27,2017-05-26,2017-05-26,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-51
0114/2015,"May Flower Mining 
Enterprise Limited.",May Flower Mining Enterprise Limited.,Small scale,Small,2015-05-27,2015-05-27,2017-05-26,2017-05-26,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-52
0241/2015,"May Flower Mining 
Enterprise Limited.",May Flower Mining Enterprise Limited.,Small scale,Small,2015-12-17,2015-12-17,2016-12-16,2016-12-16,Gold,Gold,15.4,15.4,Mine Koe,Mine Koe,SETCL-67
0110/2015,"Shwe Kyaing Tone Co.,","Shwe Kyaing Tone Co.,",Small scale,Small,2015-05-20,2015-05-20,2016-06-19,2016-06-19,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-46
0141/2015,"Jin Shu Co.,","Jin Shu Co.,",Small scale,Small,2015-07-01,2015-07-01,2016-06-30,2016-06-30,Gold,Gold,20,20,Mine Koe,Mine Koe,SETCL-57
0143/2015,"Hong Yuan Sheng 
Co., Ltd.","Hong Yuan Sheng Co., Ltd.",Small scale,Small,2015-07-08,2015-07-08,2016-07-07,2016-07-07,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-58
0212/2015,"Hong Yuan Sheng 
Co., Ltd.","Hong Yuan Sheng Co., Ltd.",Small scale,Small,2015-11-04,2015-11-04,2016-11-03,2016-11-03,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-63
0071/2016,"Hong Yuan Sheng 
Co., Ltd.","Hong Yuan Sheng Co., Ltd.",Small scale,Small,2016-03-24,2016-03-24,2017-04-23,2017-04-23,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-74
0070/2016,"Hong Yuan Sheng 
Co., Ltd.","Hong Yuan Sheng Co., Ltd.",Small scale,Small,2016-03-24,2016-03-24,2017-04-23,2017-04-23,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-75
0165/2015,"Tun Pyi Thein San 
Co., Ltd.","Tun Pyi Thein San Co., Ltd.",Small scale,Small,2015-08-05,2015-08-05,2016-08-04,2016-08-04,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-60
0131/2015,"Htoo Nay chi Co., Ltd.","Htoo Nay chi Co., Ltd.",Small scale,Small,2015-06-17,2015-06-17,2016-06-16,2016-06-16,Gold,Gold,20,20,Mine Linn,Mine Linn,SETCL-53
0183/2015,"Aung Shwin Le Co., Ltd.","Aung Shwin Le Co., Ltd.",Small scale,Small,2015-09-16,2015-09-16,2016-09-15,2016-09-15,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-62
0182/2015,"Ta Xin Co., Ltd.","Ta Xin Co., Ltd.",Small scale,Small,2015-09-16,2015-09-16,2016-09-15,2016-09-15,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-59
0192/2015,"Lwe Kham Lone Mining 
Co., Ltd","Lwe Kham Lone Mining Co., Ltd",Small scale,Small,2015-10-07,2015-10-07,2016-10-06,2016-10-06,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-4A
0181/2015,"Nay La Lar Hu kyar 
Law.Mining Co., Ltd.","Nay La Lar Hu kyar Law.Mining Co., Ltd.",Small scale,Small,2015-09-16,2015-09-16,2016-09-15,2016-09-15,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-61
0186/2015,"High Myanmar 
Mining Co., Ltd.","High Myanmar Mining Co., Ltd.",Small scale,Small,2015-09-23,2015-09-23,2016-09-22,2016-09-22,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-38
0187/2015,"High Myanmar 
Mining Co., Ltd.","High Myanmar Mining Co., Ltd.",Small scale,Small,2015-09-23,2015-09-23,2016-09-22,2016-09-22,Gold,Gold,20,20,Nant Khinn,Nant Khinn,SETCL-39
0215/2015,"Tarlay Khin Maung Latt 
Mining Co., Ltd.","Tarlay Khin Maung Latt Mining Co., Ltd.",Small scale,Small,2015-11-11,2015-11-11,2016-11-10,2016-11-10,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-64
0226/2015,"Tar Chi Late Shwe Taung Co., Ltd.","Tar Chi Late Shwe Taung Co., Ltd.",Small scale,Small,2015-12-10,2015-12-10,2016-12-09,2016-12-09,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-65
0072/2016,"Tar Chi Late Shwe Taung Co., Ltd.","Tar Chi Late Shwe Taung Co., Ltd.",Small scale,Small,2016-03-24,2016-03-24,2017-04-23,2017-04-23,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-76
0002/2016,"Tar Chi Late Shwe Sin 
Co., Ltd.","Tar Chi Late Shwe Sin Co., Ltd.",Small scale,Small,2016-01-06,2016-01-06,2017-01-05,2017-01-05,Gold,Gold,20,20,Mine Linn,Mine Linn,SETCL-68
0024/2016,"Naung Tong Dragon 
Co., Ltd.","Naung Tong Dragon Co., Ltd.",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-69
0025/2016,"Golden Mascot International Trading 
Co., Ltd.","Golden Mascot International Trading Co., Ltd.",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-70
0068/2016,"Sein Naw Mining 
Co., Ltd.","Sein Naw Mining Co., Ltd.",Small scale,Small,2016-03-24,2016-03-24,2017-02-23,2017-02-23,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-72
0069/2016,"Sein Naw Mining 
Co., Ltd.","Sein Naw Mining Co., Ltd.",Small scale,Small,2016-03-24,2016-03-24,2017-02-23,2017-02-23,Gold,Gold,20,20,Nar Yaung,Nar Yaung,SETCL-73
0211/2011,"Hein Kaung Sat Mining 
Co., Ltd.","Hein Kaung Sat Mining Co., Ltd.",Small scale,Small,2011-02-25,2011-02-25,2017-02-24,2017-02-24,Gold,Gold,20,20,Tar Kyant,Tar Kyant,SEMU-2
0212/2011,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",Small scale,Small,2011-02-25,2011-02-25,2017-02-24,2017-02-24,Gold,Gold,20,20,Tar Kyant,Tar Kyant,SEMU-3
0237/2014,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",Small scale,Small,2014-09-03,2014-09-03,2016-09-02,2016-09-02,Gold,Gold,15.5,15.5,Tar Kyant,Tar Kyant,SEMU-8
0132/2015,"Tuo Buo Co., Ltd.","Tuo Buo Co., Ltd.",Small scale,Small,2015-06-17,2015-06-17,2016-06-16,2016-06-16,Gold,Gold,20,20,Kyaung Gone,Kyaung Gone,SEMU-12
0242/2015,"Certain Mineral 
Exploration Co., Ltd.","Certain Mineral Exploration Co., Ltd.",Small scale,Small,2015-12-17,2015-12-17,2016-12-16,2016-12-16,Gold,Gold,20,20,Tar Kyant,Tar Kyant,SEMU-7
0039/2014,"Thit Sar Pan Gems & 
Jewellery Co.,Ltd","Thit Sar Pan Gems & Jewellery Co.,Ltd",Small scale,Small,2014-10-10,2014-10-10,2016-10-09,2016-10-09,Gold,Gold,20,20,Moe Hout,Moe Hout,"Moe Hout
Tha Yet Su"
0040/2014,"Dana Theidi Star Gems
& Jewellery Co.,Ltd","Dana Theidi Star Gems & Jewellery Co.,Ltd",Small scale,Small,2014-10-10,2014-10-10,2016-10-09,2016-10-09,Gold,Gold,20,20,Moe Hout,Moe Hout,"Moe Hout
Tha Yet Su"
0191/2015,"Shan shwe Li 
Mining Co., Ltd","Shan shwe Li Mining Co., Ltd",Small scale,Small,2015-10-07,2015-10-07,2016-10-09,2016-10-09,Gold,Gold,20,20,Kyauk Phyu Lay,Kyauk Phyu Lay,SNNS-1
