,company_name,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
15,Petronas Carigali Hong Kong Ltd (PCML),Commercial Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Petronas Carigali Hong Kong Ltd (PCML),Stamp Duties,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Petronas Carigali Hong Kong Ltd (PCML),Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Petronas Carigali Hong Kong Ltd (PCML),Withholding tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Petronas Carigali Hong Kong Ltd (PCML),Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Petronas Carigali Hong Kong Ltd (PCML),Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Petronas Carigali Hong Kong Ltd (PCML),"Other significant payments (> 50,000 USD)",MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Petronas Carigali Hong Kong Ltd (PCML),Signature Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Petronas Carigali Hong Kong Ltd (PCML),Royalties,MOGE,payments in cash,MMK,80882706014.78973,5191521032.261368,86074227047.0511,86074227031.42003,0.0,86074227031.42003,15.631072998046875,Not material difference
24,Petronas Carigali Hong Kong Ltd (PCML),Production Split (State share- Gas&Oil sales),MOGE,payments in cash,MMK,263892686097.39096,0.0,263892686097.39096,263892685879.59454,0.0,263892685879.59454,217.79641723632812,Not material difference
25,Petronas Carigali Hong Kong Ltd (PCML),Production Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Petronas Carigali Hong Kong Ltd (PCML),MOGE share (Profit and Cost- G&O sales),MOGE,payments in cash,MMK,94917777903.04729,0.0,94917777903.04729,94917777933.19617,0.0,94917777933.19617,-30.148880004882812,Not material difference
27,Petronas Carigali Hong Kong Ltd (PCML),Dividend,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,Petronas Carigali Hong Kong Ltd (PCML),Training Fund,MOGE,payments in cash,MMK,122357528.95752901,-122357528.95752901,0.0,0.0,0.0,0.0,0.0,
29,Petronas Carigali Hong Kong Ltd (PCML),Research and Development Fund,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,Petronas Carigali Hong Kong Ltd (PCML),Domestic Market Obligation (DMO) (-),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,Petronas Carigali Hong Kong Ltd (PCML),Data fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,Petronas Carigali Hong Kong Ltd (PCML),Land fees/Dead rent fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,Petronas Carigali Hong Kong Ltd (PCML),Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,Petronas Carigali Hong Kong Ltd (PCML),Transit fees on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,Petronas Carigali Hong Kong Ltd (PCML),Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,Petronas Carigali Hong Kong Ltd (PCML),"Other material payments (> 50,000 USD)",MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,Petronas Carigali Hong Kong Ltd (PCML),Contribution to the State/region social development fund,States/regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,Petronas Carigali Hong Kong Ltd (PCML),Mandatory Corporate Social Responsibility,Social payments,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,Petronas Carigali Hong Kong Ltd (PCML),Voluntary Corporate Social Responsibility,Social payments,payments in cash,MMK,513979086.17320484,0.0,513979086.17320484,0.0,0.0,0.0,0.0,
40,TOTAL,State production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,TOTAL,MOGE production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,TOTAL,Royalties,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,TOTAL,Baseline payment (IPR/PCC),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,TOTAL,Risk compensation (IPR/PCC),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,TOTAL,Payment out of production (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,TOTAL,Domestic Market Obligation (DMO) (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,TOTAL,State production entitelment,,payments in kind,in mscf,97734.02056838087,0.0,97734.02056838087,0.0,0.0,0.0,97734.02056838087,Tax not reported by the Govt Body
48,TOTAL,MOGE production entitelment,,payments in kind,in mscf,19892.06326824287,0.0,19892.06326824287,0.0,0.0,0.0,19892.06326824287,Tax not reported by the Govt Body
49,TOTAL,Royalties,,payments in kind,in mscf,25594.197319999996,0.0,25594.197319999996,0.0,0.0,0.0,25594.197319999996,Tax not reported by the Govt Body
50,TOTAL,Baseline payment (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,TOTAL,Risk compensation (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,TOTAL,Payment out of production (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,TOTAL,Domestic Market Obligation (DMO) (-),,payments in kind,in mscf,-56426.97316000001,0.0,-56426.97316000001,0.0,0.0,0.0,-56426.97316000001,
54,TOTAL,Corporate Income Tax (CIT),MoPF-IRD-Customs Department,payments in cash,MMK,164698812.0,0.0,164698812.0,15580082292.0,-15415383480.0,164698812.0,0.0,
55,TOTAL,Commercial Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,TOTAL,Stamp Duties,MoPF-IRD-Customs Department,payments in cash,MMK,150000.0,0.0,150000.0,0.0,150000.0,150000.0,0.0,
57,TOTAL,Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,TOTAL,Withholding tax,MoPF-IRD-Customs Department,payments in cash,MMK,1859636915.6494215,0.0,1859636915.6494215,0.0,0.0,0.0,1859636915.6494215,Tax not reported by the Govt Body
59,TOTAL,Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,MMK,499736250.0,0.0,499736250.0,0.0,499736250.0,499736250.0,0.0,
60,TOTAL,Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,TOTAL,"Other significant payments (> 50,000 USD)",MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,TOTAL,Signature Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63,TOTAL,Royalties,MOGE,payments in cash,MMK,124650593501.35959,0.0,124650593501.35959,130095811305.86221,0.0,130095811305.86221,-5445217804.5026245,Cut-off error
64,TOTAL,Production Split (State share- Gas&Oil sales),MOGE,payments in cash,MMK,494782750452.16437,0.0,494782750452.16437,220458351683.31863,294812436971.05896,515270788654.37756,-20488038202.213196,Cut-off error
65,TOTAL,Production Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,TOTAL,MOGE share (Profit and Cost- G&O sales),MOGE,payments in cash,MMK,94060888654.11649,0.0,94060888654.11649,98338726972.09882,0.0,98338726972.09882,-4277838317.9823303,Cut-off error
67,TOTAL,Dividend,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,TOTAL,Training Fund,MOGE,payments in cash,MMK,122357528.95752901,-122357528.95752901,0.0,0.0,0.0,0.0,0.0,
69,TOTAL,Research and Development Fund,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,TOTAL,Domestic Market Obligation (DMO) (-),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,TOTAL,Data fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,TOTAL,Land fees/Dead rent fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
73,TOTAL,Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74,TOTAL,Transit fees on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
75,TOTAL,Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,TOTAL,"Other material payments (> 50,000 USD)",MOGE,payments in cash,MMK,618482680.6223167,-618482680.6223168,0.0,0.0,0.0,0.0,0.0,
77,TOTAL,Contribution to the State/region social development fund,States/regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,TOTAL,Mandatory Corporate Social Responsibility,Social payments,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,TOTAL,Voluntary Corporate Social Responsibility,Social payments,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,Daewoo International Corporation,State production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,Daewoo International Corporation,MOGE production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
82,Daewoo International Corporation,Royalties,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,Daewoo International Corporation,Baseline payment (IPR/PCC),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84,Daewoo International Corporation,Risk compensation (IPR/PCC),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
85,Daewoo International Corporation,Payment out of production (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
86,Daewoo International Corporation,Domestic Market Obligation (DMO) (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,Daewoo International Corporation,State production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88,Daewoo International Corporation,MOGE production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
89,Daewoo International Corporation,Royalties,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,Daewoo International Corporation,Baseline payment (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
91,Daewoo International Corporation,Risk compensation (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92,Daewoo International Corporation,Payment out of production (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93,Daewoo International Corporation,Domestic Market Obligation (DMO) (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
94,Daewoo International Corporation,Corporate Income Tax (CIT),MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,2912051621.97,-2912051621.97,0.0,0.0,
95,Daewoo International Corporation,Commercial Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
96,Daewoo International Corporation,Stamp Duties,MoPF-IRD-Customs Department,payments in cash,MMK,2603099983.0,0.0,2603099983.0,0.0,2603099983.0,2603099983.0,0.0,
97,Daewoo International Corporation,Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
98,Daewoo International Corporation,Withholding tax,MoPF-IRD-Customs Department,payments in cash,MMK,7724563120.45,0.0,7724563120.45,7724563120.45,0.0,7724563120.45,0.0,
99,Daewoo International Corporation,Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100,Daewoo International Corporation,Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,27420913.0,0.0,27420913.0,-27420913.0,Tax not reported by the extractive company
101,Daewoo International Corporation,"Other significant payments (> 50,000 USD)",MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102,Daewoo International Corporation,Signature Bonus,MOGE,payments in cash,MMK,2447150579.15058,0.0,2447150579.15058,2447150579.15058,0.0,2447150579.15058,0.0,
103,Daewoo International Corporation,Royalties,MOGE,payments in cash,MMK,119472831207.42259,20771646277.005566,140244477484.42816,140244477484.42816,0.0,140244477484.42816,0.0,
104,Daewoo International Corporation,Production Split (State share- Gas&Oil sales),MOGE,payments in cash,MMK,292336988986.42993,-51034320613.807816,241302668372.62213,89270042817.6839,152032625554.9382,241302668372.6221,0.0,
105,Daewoo International Corporation,Production Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
106,Daewoo International Corporation,MOGE share (Profit and Cost- G&O sales),MOGE,payments in cash,MMK,0.0,182295299891.74048,182295299891.74048,182295299891.74048,0.0,182295299891.74048,0.0,
107,Daewoo International Corporation,Dividend,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
108,Daewoo International Corporation,Training Fund,MOGE,payments in cash,MMK,183536293.4362935,-183536293.4362935,0.0,0.0,0.0,0.0,0.0,
109,Daewoo International Corporation,Research and Development Fund,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
110,Daewoo International Corporation,Domestic Market Obligation (DMO) (-),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
111,Daewoo International Corporation,Data fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
112,Daewoo International Corporation,Land fees/Dead rent fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113,Daewoo International Corporation,Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
114,Daewoo International Corporation,Transit fees on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
115,Daewoo International Corporation,Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
116,Daewoo International Corporation,"Other material payments (> 50,000 USD)",MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
117,Daewoo International Corporation,Contribution to the State/region social development fund,States/regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,Daewoo International Corporation,Mandatory Corporate Social Responsibility,Social payments,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
119,Daewoo International Corporation,Voluntary Corporate Social Responsibility,Social payments,payments in cash,MMK,1062698203.3903478,0.0,1062698203.3903478,0.0,0.0,0.0,0.0,
120,Goldpetrol Co Ltd,State production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
121,Goldpetrol Co Ltd,MOGE production entitelment,,payments in kind,in barils,160918.95325000002,0.0,160918.95325000002,160918.95325000002,0.0,160918.95325000002,0.0,
122,Goldpetrol Co Ltd,Royalties,,payments in kind,in barils,58515.983,0.0,58515.983,58515.983,0.0,58515.983,0.0,
123,Goldpetrol Co Ltd,Baseline payment (IPR/PCC),,payments in kind,in barils,401939.0,0.0,401939.0,401939.0,0.0,401939.0,0.0,
124,Goldpetrol Co Ltd,Risk compensation (IPR/PCC),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
125,Goldpetrol Co Ltd,Payment out of production (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
126,Goldpetrol Co Ltd,Domestic Market Obligation (DMO) (-),,payments in kind,in barils,3291.52404375,0.0,3291.52404375,3291.52404375,0.0,3291.52404375,0.0,
127,Goldpetrol Co Ltd,State production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
128,Goldpetrol Co Ltd,MOGE production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,Goldpetrol Co Ltd,Royalties,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,Goldpetrol Co Ltd,Baseline payment (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,Goldpetrol Co Ltd,Risk compensation (IPR/PCC),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
132,Goldpetrol Co Ltd,Payment out of production (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,Goldpetrol Co Ltd,Domestic Market Obligation (DMO) (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
134,Goldpetrol Co Ltd,Corporate Income Tax (CIT),MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
135,Goldpetrol Co Ltd,Commercial Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,533494989.6844018,-533494989.6844018,0.0,0.0,
136,Goldpetrol Co Ltd,Stamp Duties,MoPF-IRD-Customs Department,payments in cash,MMK,5173627.0,0.0,5173627.0,0.0,5173627.0,5173627.0,0.0,
137,Goldpetrol Co Ltd,Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
138,Goldpetrol Co Ltd,Withholding tax,MoPF-IRD-Customs Department,payments in cash,MMK,533494991.0526379,0.0,533494991.0526379,0.0,533494989.6844018,533494989.6844018,1.3682360649108887,Not material difference
139,Goldpetrol Co Ltd,Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
140,Goldpetrol Co Ltd,Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,Goldpetrol Co Ltd,"Other significant payments (> 50,000 USD)",MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,Goldpetrol Co Ltd,Signature Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,Goldpetrol Co Ltd,Royalties,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,Goldpetrol Co Ltd,Production Split (State share- Gas&Oil sales),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
145,Goldpetrol Co Ltd,Production Bonus,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,Goldpetrol Co Ltd,MOGE share (Profit and Cost- G&O sales),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
147,Goldpetrol Co Ltd,Dividend,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,Goldpetrol Co Ltd,Training Fund,MOGE,payments in cash,MMK,122357528.95752901,0.0,122357528.95752901,0.0,0.0,0.0,122357528.95752901,Tax not reported by the Govt Body
149,Goldpetrol Co Ltd,Research and Development Fund,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
150,Goldpetrol Co Ltd,Domestic Market Obligation (DMO) (-),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
151,Goldpetrol Co Ltd,Data fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,Goldpetrol Co Ltd,Land fees/Dead rent fee,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
153,Goldpetrol Co Ltd,Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
154,Goldpetrol Co Ltd,Transit fees on Oil & Gas transportation,MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
155,Goldpetrol Co Ltd,Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
156,Goldpetrol Co Ltd,"Other material payments (> 50,000 USD)",MOGE,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
157,Goldpetrol Co Ltd,Contribution to the State/region social development fund,States/regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,Goldpetrol Co Ltd,Mandatory Corporate Social Responsibility,Social payments,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
159,Goldpetrol Co Ltd,Voluntary Corporate Social Responsibility,Social payments,payments in cash,MMK,137670925.0,0.0,137670925.0,0.0,0.0,0.0,0.0,
160,MPRL E&P Pte Ltd,State production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
161,MPRL E&P Pte Ltd,MOGE production entitelment,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
162,MPRL E&P Pte Ltd,Royalties,,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
163,MPRL E&P Pte Ltd,Baseline payment (IPR/PCC),,payments in kind,in barils,164904.5527,0.0,164904.5527,164904.5527,0.0,164904.5527,0.0,
164,MPRL E&P Pte Ltd,Risk compensation (IPR/PCC),,payments in kind,in barils,354341.66040000005,0.0,354341.66040000005,354341.6604,0.0,354341.6604,0.0,
165,MPRL E&P Pte Ltd,Payment out of production (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
166,MPRL E&P Pte Ltd,Domestic Market Obligation (DMO) (-),,payments in kind,in barils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
167,MPRL E&P Pte Ltd,State production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
168,MPRL E&P Pte Ltd,MOGE production entitelment,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
169,MPRL E&P Pte Ltd,Royalties,,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
170,MPRL E&P Pte Ltd,Baseline payment (IPR/PCC),,payments in kind,in mscf,618540.0,0.0,618540.0,618540.0,0.0,618540.0,0.0,
171,MPRL E&P Pte Ltd,Risk compensation (IPR/PCC),,payments in kind,in mscf,94755.7,0.0,94755.7,94755.7,0.0,94755.7,0.0,
172,MPRL E&P Pte Ltd,Payment out of production (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,MPRL E&P Pte Ltd,Domestic Market Obligation (DMO) (-),,payments in kind,in mscf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
174,MPRL E&P Pte Ltd,Corporate Income Tax (CIT),MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
175,MPRL E&P Pte Ltd,Commercial Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,MPRL E&P Pte Ltd,Stamp Duties,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,MPRL E&P Pte Ltd,Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
178,MPRL E&P Pte Ltd,Withholding tax,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
179,MPRL E&P Pte Ltd,Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
180,MPRL E&P Pte Ltd,Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
